,business_id,open_date,target,num_months_with_rev,stars_avg_l12m,stars_avg_l9m,stars_avg_l6m,stars_avg_l3m,rev_avg_month_l12m,rev_avg_month_l9m,rev_avg_month_l6m,rev_avg_month_l3m
71,0LhYg3iOF9IU2Ut8IL84TQ,2016-10-01,0,12,3.8625,3.6964285714285716,3.7714285714285714,3.5925925925925926,13.333333333333334,12.444444444444445,11.666666666666666,9.0
72,0LmDg_Y6Ht3zFqtvmLhp6g,2017-03-01,0,12,4.097087378640777,4.089171974522293,4.162162162162162,3.9833333333333334,17.166666666666668,17.444444444444443,18.5,20.0
73,0N2y8rNxbet6p4UIBWTOrw,2007-06-01,0,3,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333
74,0Oskle2GkyYMseuJ3TDwRA,2016-08-01,0,11,3.1923076923076925,3.7222222222222223,3.6153846153846154,4.4,2.1666666666666665,2.0,2.1666666666666665,3.3333333333333335
75,0OxEVzBKDmTP7GdSmhi3ow,2014-07-01,0,8,3.0,2.75,2.2,2.6666666666666665,0.8333333333333334,0.8888888888888888,0.8333333333333334,1.0
76,0P46EQN6wGc52nONZX0kgQ,2012-01-01,0,10,2.9375,3.0,3.5714285714285716,4.0,1.3333333333333333,1.2222222222222223,1.1666666666666667,0.6666666666666666
77,0PMKMyfX1j7Nc4esk1RaMg,2008-12-01,1,9,3.5294117647058822,3.533333333333333,3.5454545454545454,3.8,1.4166666666666667,1.6666666666666667,1.8333333333333333,1.6666666666666667
78,0QBFtNNj9RIggZGeivcbEg,2011-08-01,0,11,4.111111111111111,4.071428571428571,3.8,3.0,1.5,1.5555555555555556,1.6666666666666667,1.0
79,0SdBUBJ7uBGj9bEJQgeXBA,2015-09-01,0,7,2.7777777777777777,2.4,2.5,1.0,0.75,0.5555555555555556,0.3333333333333333,0.3333333333333333
80,0SkcMNYPdZin1lu0TJeqgQ,2018-02-01,0,1,1.0,1.0,1.0,1.0,0.08333333333333333,0.0,0.0,0.0
81,0V18KwdtfsdrIu9xyO4GLg,2017-02-01,0,12,4.445454545454545,4.413793103448276,4.280701754385965,4.206896551724138,9.166666666666666,9.666666666666666,9.5,9.666666666666666
82,0W_pPAiTXgazY2mtX6o0_w,2013-02-01,0,12,4.004237288135593,3.908450704225352,3.8783783783783785,3.823529411764706,19.666666666666668,15.777777777777779,12.333333333333334,11.333333333333334
83,0Zu6KcjFJjBpCOjiOa2HvQ,2017-04-01,0,7,3.1,3.4,3.3333333333333335,3.3333333333333335,0.8333333333333334,0.5555555555555556,0.5,0.0
84,0a1aewKFcvPsCQtIrluCmQ,2018-01-01,0,3,3.526315789473684,3.526315789473684,3.526315789473684,3.526315789473684,1.5833333333333333,0.0,0.0,0.0
85,0ccI-aZfoqD4PteESpfShg,2017-09-01,0,1,5.0,5.0,5.0,5.0,0.08333333333333333,0.0,0.0,0.0
86,0cf-w9PK5gLkBkitL3bdqw,2010-06-01,0,12,4.142857142857143,4.333333333333333,4.583333333333333,4.333333333333333,1.75,1.6666666666666667,2.0,2.0
87,0fW77t7I2673JY27JWC-yw,2016-10-01,0,11,3.207547169811321,3.1470588235294117,2.9583333333333335,2.3,4.416666666666667,3.7777777777777777,4.0,3.3333333333333335
88,0gXYLVPNWz0WT8wXQVpS0g,2007-11-01,0,9,4.454545454545454,4.625,4.6,4.666666666666667,0.9166666666666666,0.8888888888888888,0.8333333333333334,1.0
89,0go_co5nVtlbu4HgUyUIOQ,2017-10-01,0,6,3.9747899159663866,4.216666666666667,4.216666666666667,4.216666666666667,9.916666666666666,6.666666666666667,0.0,0.0
90,0h5yI6np7weAVH0jsjHqPw,2014-12-01,0,11,3.0208333333333335,3.066666666666667,2.9696969696969697,2.8666666666666667,4.0,5.0,5.5,5.0
91,0ihQJhd_-nUP1p01NBDjLQ,2015-01-01,0,11,4.054054054054054,3.9642857142857144,3.869565217391304,3.4444444444444446,3.0833333333333335,3.111111111111111,3.8333333333333335,3.0
92,0jAexNHRHhkQv4zNYqenBA,2011-03-01,0,12,3.4745762711864407,3.522727272727273,3.4583333333333335,3.8181818181818183,4.916666666666667,4.888888888888889,4.0,3.6666666666666665
93,0kD9yJIB2cmvOh8-WbcO_w,2016-12-01,0,11,3.4,3.772727272727273,4.076923076923077,3.2,4.583333333333333,2.4444444444444446,2.1666666666666665,1.6666666666666667
94,0nki-StQkYNVHi5EQl-Ayw,2013-11-01,0,6,3.0,3.0,2.0,2.0,0.5,0.5555555555555556,0.3333333333333333,0.3333333333333333
95,0nyM_mub7LxN6Dx7tYpMaA,2008-05-01,0,9,4.25,4.444444444444445,4.428571428571429,4.0,1.6666666666666667,1.0,1.1666666666666667,0.3333333333333333
96,0oOTrzxhO3FxHqmeZuC3mw,2016-12-01,0,10,3.590909090909091,3.1666666666666665,3.8333333333333335,4.5,1.8333333333333333,1.3333333333333333,1.0,0.6666666666666666
97,0o_JtYrz5FRVMcAEVmf42w,2011-09-01,0,8,3.0,3.111111111111111,2.6666666666666665,3.0,1.0,1.0,0.5,0.3333333333333333
98,0obhg2Jv22z6Mkvl3zGaiQ,2014-08-01,0,12,4.297297297297297,4.454545454545454,4.571428571428571,4.4,3.0833333333333335,2.4444444444444446,2.3333333333333335,3.3333333333333335
99,0oyuTuYwr6-nbz7F7CuuTQ,2016-10-01,0,12,4.444444444444445,4.333333333333333,4.653846153846154,4.733333333333333,5.25,5.0,4.333333333333333,5.0
100,0pm-hpu8Rkfa16tLjWb-GQ,2017-06-01,0,9,3.682926829268293,3.142857142857143,2.75,1.6,3.4166666666666665,2.3333333333333335,2.0,1.6666666666666667
101,0qOI8lOZvvhrbtxqjaBQMg,2008-02-01,0,3,2.6666666666666665,1.0,1.0,1.0,0.25,0.1111111111111111,0.16666666666666666,0.0
102,0rNtenZamAH-1q-2qO9xLg,2016-01-01,0,11,3.8666666666666667,3.5,3.6666666666666665,4.2,2.5,2.0,2.0,1.6666666666666667
103,0rjU_WK5HxoH1fIuEpTpcg,2013-08-01,1,12,3.911764705882353,4.153846153846154,3.8333333333333335,4.222222222222222,2.8333333333333335,2.888888888888889,3.0,3.0
104,0sE5o_dunOdUMvXVsaJSsA,2013-04-01,0,7,2.857142857142857,3.0,3.0,2.3333333333333335,1.1666666666666667,0.8888888888888888,1.0,1.0
105,0soxZSoTlqH1zqWGf3BsJQ,2017-11-01,0,4,2.727272727272727,3.0,3.0,3.0,0.9166666666666666,0.2222222222222222,0.0,0.0
106,0yHY4FHCTOIshPiPc9EYBQ,2015-01-01,0,8,4.181818181818182,4.0,4.2,3.5,0.9166666666666666,0.7777777777777778,0.8333333333333334,0.6666666666666666
107,0zr7FB0nnZXJmwb94yTbJQ,2014-07-01,0,3,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,0.25,0.0,0.0,0.0
108,1-EjdZhVZFuNG6ReBS0rvQ,2011-01-01,1,10,2.4,2.3636363636363638,2.3333333333333335,2.6,1.6666666666666667,1.2222222222222223,1.5,1.6666666666666667
109,1-L3RfFTq4tA0kl73K1l0g,2017-02-01,0,12,4.03125,4.447368421052632,4.592592592592593,4.7,5.333333333333333,4.222222222222222,4.5,6.666666666666667
110,10ELp0f3kgGfXPQNQq77ew,2016-05-01,1,7,4.0,4.142857142857143,3.8,4.0,0.9166666666666666,0.7777777777777778,0.8333333333333334,0.3333333333333333
111,10GxV6JOKPoR1w5KC2iZjA,2016-11-01,0,12,4.657534246575342,4.6063829787234045,4.471698113207547,4.571428571428571,12.166666666666666,10.444444444444445,8.833333333333334,9.333333333333334
112,11bhfBbcFypczdz3N_w6iw,2009-08-01,0,5,3.8,4.666666666666667,4.5,4.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666
113,12SAt4bH2YlyihIzzP5cBA,2017-01-01,0,12,4.235955056179775,4.204081632653061,4.2727272727272725,4.0,7.416666666666667,5.444444444444445,5.5,4.0
114,14gcM85Uwf7_alLqDcOGOA,2018-01-01,0,2,3.0,3.0,3.0,3.0,0.16666666666666666,0.0,0.0,0.0
115,15YuEFO59yXd7BTO5NZgYw,2007-02-01,0,2,4.5,4.5,4.5,4.5,0.16666666666666666,0.0,0.0,0.0
116,16d3BlncEyCTzb0GxXrBXQ,2016-02-01,1,12,4.896774193548387,4.931818181818182,4.926829268292683,4.933333333333334,12.916666666666666,14.666666666666666,13.666666666666666,15.0
117,16fgi4_LNRlPGcpL1ObNww,2012-03-01,0,7,4.5,4.25,4.333333333333333,4.25,1.3333333333333333,0.8888888888888888,1.0,1.3333333333333333
118,16xoDNtEWbth_s--xqZxrQ,2017-10-01,0,5,4.0588235294117645,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.4166666666666667,1.0,0.0,0.0
119,18Kq9h53nYbmXAIoMtj6HA,2014-12-01,0,10,3.111111111111111,3.642857142857143,4.571428571428571,4.6,1.5,1.5555555555555556,1.1666666666666667,1.6666666666666667
120,18NP-qL3VIJEBJGpns7aTw,2013-05-01,0,8,4.222222222222222,4.111111111111111,4.666666666666667,4.666666666666667,1.5,1.0,0.5,0.0
121,19RFEJnuHCo03LsHzKiJcg,2015-06-01,0,5,3.8333333333333335,3.6,1.0,1.0,0.5,0.5555555555555556,0.16666666666666666,0.3333333333333333
122,1BvWaR-5EcODm59zRmNKkQ,2014-08-01,0,7,3.0,3.2857142857142856,3.0,2.3333333333333335,0.8333333333333334,0.7777777777777778,1.0,1.0
123,1E1Qp9HWSZmqruir3sTeKw,2008-10-01,0,3,3.3333333333333335,3.0,3.0,3.0,0.25,0.1111111111111111,0.16666666666666666,0.0
124,1GXTRFzsANkhkRIivqMtuQ,2017-09-01,0,7,4.107692307692307,4.117647058823529,4.8,4.8,5.416666666666667,3.7777777777777777,0.8333333333333334,0.0
125,1HnYxHZw2icWQ7-T4AmQ0Q,2013-09-01,1,11,4.357142857142857,4.32,4.578947368421052,4.636363636363637,2.3333333333333335,2.7777777777777777,3.1666666666666665,3.6666666666666665
126,1JF9TbJ2d5hH8xsQvvklHg,2015-03-01,1,11,4.785714285714286,4.791666666666667,4.7727272727272725,4.730769230769231,4.666666666666667,5.333333333333333,7.333333333333333,8.666666666666666
127,1M0Mo_ctYMTH0CTKgv4RpQ,2013-07-01,0,4,3.0,3.0,4.0,4.0,0.5,0.2222222222222222,0.16666666666666666,0.3333333333333333
128,1MGhb6z2XSTsyLvQgylXiA,2011-04-01,0,5,3.0,2.8,2.8,5.0,0.8333333333333334,0.5555555555555556,0.8333333333333334,0.3333333333333333
129,1O0JT3O8TCULYhu-AIziwg,2016-12-01,0,12,2.8761061946902653,3.0609756097560976,2.857142857142857,2.7666666666666666,9.416666666666666,9.11111111111111,7.0,10.0
130,1OxSzNUssdRohY5dC-kWVg,2011-08-01,0,2,4.0,4.0,4.0,4.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.3333333333333333
131,1PFj0yJ0EzwQXIOsIT2y3w,2016-05-01,0,12,3.370860927152318,3.3300970873786406,3.1076923076923078,2.7058823529411766,12.583333333333334,11.444444444444445,10.833333333333334,11.333333333333334
132,1PNbwRBfXYzWrnV3fbys0A,2017-02-01,0,6,3.4444444444444446,3.6666666666666665,2.5,2.5,0.75,0.6666666666666666,0.3333333333333333,0.0
133,1PnhX9SNMX71LPFD7-IqXg,2009-02-01,0,2,3.0,3.0,3.0,3.0,0.16666666666666666,0.1111111111111111,0.0,0.0
134,1Qs8-7DUkIYrQVjBzFqdnA,2017-09-01,0,7,4.178571428571429,4.269230769230769,5.0,5.0,4.666666666666667,2.888888888888889,0.8333333333333334,0.0
135,1VKjDpPJdVoiRc8I9f7U9g,2012-10-01,0,9,3.642857142857143,3.75,3.7,3.8,1.1666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667
136,1WBkAuQg81kokZIPMpn9Zg,2012-06-01,0,12,2.9622641509433962,3.1621621621621623,2.9583333333333335,2.2,4.416666666666667,4.111111111111111,4.0,3.3333333333333335
137,1YQaI6yyWa8jSzP0jJX0tw,2011-10-01,0,12,2.78125,2.4375,2.4,1.7142857142857142,2.6666666666666665,1.7777777777777777,1.6666666666666667,2.3333333333333335
138,1ZgqJjtb91E9tOKhKrzsuw,2012-08-01,0,11,3.8275862068965516,3.4705882352941178,3.5,4.0,2.4166666666666665,1.8888888888888888,1.6666666666666667,1.6666666666666667
139,1_rKcIWq0baxOju3wJzprA,2017-12-01,0,4,3.2222222222222223,2.0,2.0,2.0,1.5,0.4444444444444444,0.0,0.0
140,1f7AEcZfKF7F4hvehrUqaw,2015-03-01,0,10,3.5609756097560976,3.6206896551724137,3.6956521739130435,3.4,3.4166666666666665,3.2222222222222223,3.8333333333333335,5.0
141,1fhYyEILdhKz_WVfjnijVw,2011-02-01,0,2,3.5,2.0,2.0,2.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0
142,1ibcr-sgeUXJNAE51Czjpw,2017-07-01,0,5,1.2857142857142858,1.5,1.0,1.0,0.5833333333333334,0.4444444444444444,0.16666666666666666,0.0
143,1ku0t5u7dCAE0g-pZDQdAw,2016-11-01,0,12,3.8627450980392157,3.7941176470588234,3.9166666666666665,3.8461538461538463,4.25,3.7777777777777777,4.0,4.333333333333333
144,1kytABjYhj3naF4vLQEbYQ,2014-02-01,0,12,3.7560975609756095,3.6296296296296298,3.6470588235294117,3.1666666666666665,3.4166666666666665,3.0,2.8333333333333335,2.0
145,1muT5zEqoC4qp9ms08qJtQ,2017-04-01,0,12,3.274678111587983,3.7410714285714284,3.875,3.8461538461538463,19.416666666666668,12.444444444444445,9.333333333333334,8.666666666666666
146,1o03kXj4zA-_SvN1HfqNyg,2016-10-01,0,12,4.206896551724138,4.044444444444444,4.1,3.8095238095238093,4.833333333333333,5.0,5.0,7.0
147,1p76_EWPbPcTprNrEVw3-g,2011-07-01,0,2,3.5,2.0,2.0,2.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0
148,1phJezq7O9-rQRd9HJCqFg,2014-10-01,0,12,3.1538461538461537,2.8636363636363638,2.6666666666666665,2.2,2.1666666666666665,2.4444444444444446,2.0,1.6666666666666667
149,1pm04v3jhOCDJjSMWiZSTQ,2016-12-01,0,12,4.428571428571429,4.508771929824562,4.6,4.461538461538462,5.833333333333333,6.333333333333333,6.666666666666667,4.333333333333333
150,1qkKfqhO8z2XMzLLDFE96Q,2017-01-01,0,12,4.78974358974359,4.730769230769231,4.65625,4.476190476190476,16.25,14.444444444444445,16.0,14.0
151,1qwkbN3wu3AGDxMTXVz2gA,2014-05-01,0,12,3.7624521072796937,3.6479591836734695,3.692982456140351,3.5942028985507246,21.75,21.77777777777778,19.0,23.0
152,1r9xmPVZqsiTNQr_FAcs8w,2016-01-01,0,10,4.388888888888889,4.625,4.466666666666667,4.375,3.0,2.6666666666666665,2.5,2.6666666666666665
153,1rebduwtmrHQhl32djRS7A,2008-05-01,0,4,4.5,4.666666666666667,4.5,4.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
